,index,x,y,z,SegmentationRegionSlice
0,497,-239.53125,-239.53125,-1512.5,Outside of AOI
1,530,-239.53125,-239.53125,-1511.0,Outside of AOI
2,360,-239.53125,-239.53125,-1509.5,Outside of AOI
3,389,-239.53125,-239.53125,-1508.0,Outside of AOI
4,316,-239.53125,-239.53125,-1506.5,Outside of AOI
5,290,-239.53125,-239.53125,-1505.0,Outside of AOI
6,766,-239.53125,-239.53125,-1503.5,Outside of AOI
7,740,-239.53125,-239.53125,-1502.0,Outside of AOI
8,361,-239.53125,-239.53125,-1500.5,Outside of AOI
9,388,-239.53125,-239.53125,-1499.0,Outside of AOI
10,318,-239.53125,-239.53125,-1497.5,Outside of AOI
11,289,-239.53125,-239.53125,-1496.0,Outside of AOI
12,460,-239.53125,-239.53125,-1494.5,Outside of AOI
13,427,-239.53125,-239.53125,-1493.0,Outside of AOI
14,495,-239.53125,-239.53125,-1491.5,Outside of AOI
15,531,-239.53125,-239.53125,-1490.0,Outside of AOI
16,4,-239.53125,-239.53125,-1488.5,Outside of AOI
17,62,-239.53125,-239.53125,-1487.0,Outside of AOI
18,956,-239.53125,-239.53125,-1485.5,Outside of AOI
19,901,-239.53125,-239.53125,-1484.0,Outside of AOI
20,959,-239.53125,-239.53125,-1482.5,Outside of AOI
21,1014,-239.53125,-239.53125,-1481.0,Outside of AOI
22,846,-239.53125,-239.53125,-1479.5,Outside of AOI
23,893,-239.53125,-239.53125,-1478.0,Outside of AOI
24,834,-239.53125,-239.53125,-1476.5,Outside of AOI
25,789,-239.53125,-239.53125,-1475.0,Outside of AOI
26,265,-239.53125,-239.53125,-1473.5,Outside of AOI
27,205,-239.53125,-239.53125,-1472.0,Outside of AOI
28,844,-239.53125,-239.53125,-1470.5,Outside of AOI
29,894,-239.53125,-239.53125,-1469.0,Outside of AOI
30,833,-239.53125,-239.53125,-1467.5,Outside of AOI
31,790,-239.53125,-239.53125,-1466.0,Outside of AOI
32,958,-239.53125,-239.53125,-1464.5,Outside of AOI
33,900,-239.53125,-239.53125,-1463.0,Outside of AOI
34,961,-239.53125,-239.53125,-1461.5,Outside of AOI
35,1012,-239.53125,-239.53125,-1460.0,Outside of AOI
36,892,-239.53125,-239.53125,-1458.5,Outside of AOI
37,847,-239.53125,-239.53125,-1457.0,Outside of AOI
38,208,-239.53125,-239.53125,-1455.5,Outside of AOI
39,261,-239.53125,-239.53125,-1454.0,Outside of AOI
40,195,-239.53125,-239.53125,-1452.5,Outside of AOI
41,140,-239.53125,-239.53125,-1451.0,Outside of AOI
42,57,-239.53125,-239.53125,-1449.5,Outside of AOI
43,8,-239.53125,-239.53125,-1448.0,Outside of AOI
44,75,-239.53125,-239.53125,-1446.5,Outside of AOI
45,124,-239.53125,-239.53125,-1445.0,Outside of AOI
46,909,-239.53125,-239.53125,-1443.5,Outside of AOI
47,948,-239.53125,-239.53125,-1442.0,Outside of AOI
48,56,-239.53125,-239.53125,-1440.5,Outside of AOI
49,9,-239.53125,-239.53125,-1439.0,Outside of AOI
50,74,-239.53125,-239.53125,-1437.5,Outside of AOI
51,125,-239.53125,-239.53125,-1436.0,Outside of AOI
52,209,-239.53125,-239.53125,-1434.5,Outside of AOI
53,260,-239.53125,-239.53125,-1433.0,Outside of AOI
54,196,-239.53125,-239.53125,-1431.5,Outside of AOI
55,139,-239.53125,-239.53125,-1430.0,Outside of AOI
56,71,-239.53125,-239.53125,-1428.5,Outside of AOI
57,128,-239.53125,-239.53125,-1427.0,Outside of AOI
58,1007,-239.53125,-239.53125,-1425.5,Outside of AOI
59,966,-239.53125,-239.53125,-1424.0,Outside of AOI
60,908,-239.53125,-239.53125,-1422.5,Outside of AOI
61,949,-239.53125,-239.53125,-1421.0,Outside of AOI
62,791,-239.53125,-239.53125,-1419.5,Outside of AOI
63,832,-239.53125,-239.53125,-1418.0,Outside of AOI
64,890,-239.53125,-239.53125,-1416.5,Outside of AOI
65,849,-239.53125,-239.53125,-1415.0,Outside of AOI
66,193,-239.53125,-239.53125,-1413.5,Outside of AOI
67,142,-239.53125,-239.53125,-1412.0,Outside of AOI
68,792,-239.53125,-239.53125,-1410.5,Outside of AOI
69,831,-239.53125,-239.53125,-1409.0,Outside of AOI
70,891,-239.53125,-239.53125,-1407.5,Outside of AOI
71,848,-239.53125,-239.53125,-1406.0,Outside of AOI
72,1006,-239.53125,-239.53125,-1404.5,Outside of AOI
73,967,-239.53125,-239.53125,-1403.0,Outside of AOI
74,906,-239.53125,-239.53125,-1401.5,Outside of AOI
75,951,-239.53125,-239.53125,-1400.0,Outside of AOI
76,274,-239.53125,-239.53125,-1398.5,Outside of AOI
77,332,-239.53125,-239.53125,-1397.0,Outside of AOI
78,715,-239.53125,-239.53125,-1395.5,Outside of AOI
79,673,-239.53125,-239.53125,-1394.0,Outside of AOI
80,727,-239.53125,-239.53125,-1392.5,Outside of AOI
81,778,-239.53125,-239.53125,-1391.0,Outside of AOI
82,617,-239.53125,-239.53125,-1389.5,Outside of AOI
83,658,-239.53125,-239.53125,-1388.0,Outside of AOI
84,603,-239.53125,-239.53125,-1386.5,Outside of AOI
85,556,-239.53125,-239.53125,-1385.0,Outside of AOI
86,541,-239.53125,-239.53125,-1383.5,Outside of AOI
87,485,-239.53125,-239.53125,-1382.0,Outside of AOI
88,616,-239.53125,-239.53125,-1380.5,Outside of AOI
89,660,-239.53125,-239.53125,-1379.0,Outside of AOI
90,602,-239.53125,-239.53125,-1377.5,Outside of AOI
91,557,-239.53125,-239.53125,-1376.0,Outside of AOI
92,716,-239.53125,-239.53125,-1374.5,Outside of AOI
93,671,-239.53125,-239.53125,-1373.0,Outside of AOI
